HSLGOverallCumulativeGradePointAverage,HSLGMathematicsCumulativeGradePointAverage,CCENCRFLCollegeCode,CCENCRFLCourseMarkPoints,CCIsMultiCollege,CCTransferableUnitsAttempted,CCTransferableUnitsEarned,GPA_present,cc_first_course_success_ind,pre_alg_up11_c,alg_i_up11_c,alg_ii_up11_c,geo_up11_c,trig_up11_c,pre_calc_up11_c,calc_up11_c,stat_up11_c
NA,NA,571,1,1,20,20,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,1,4,4,0,0,0,0,0,0,0,0,0,0
2.79,1.5,572,0,1,10,6,1,0,0,1,0,0,0,0,0,0
2.81,1.5,572,2,1,51,51,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,58,49,0,1,0,0,0,0,0,0,0,0
2.94,2.63,572,3,1,80,75,1,1,0,1,1,1,0,0,0,0
NA,NA,572,2,1,34,18,0,1,0,0,0,0,0,0,0,0
3.24,2.85,572,3,1,36,19,1,1,0,0,1,0,0,0,0,0
NA,NA,571,0,1,30,30,0,0,0,0,0,0,0,0,0,0
1.12,1.22,572,0,1,22,6,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,83,79,0,1,0,0,0,0,0,0,0,0
2.93,2,571,3,1,51,45,1,1,0,0,0,0,0,0,0,0
3.53,3.35,572,4,1,66,60,0,1,0,1,0,0,0,0,0,0
NA,NA,572,2,0,80,80,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,46,46,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,93,75,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,3,3,0,1,0,0,0,0,0,0,0,0
3.18,3.7,572,3,1,45,27,1,1,0,1,0,0,0,0,0,0
3.04,2.55,571,3,1,142.5,128.5,1,1,0,0,1,1,0,0,0,0
3.1,2.2,576,3,1,4,4,0,1,0,0,0,0,0,0,0,0
3.83,3.8,571,4,1,63.5,63.5,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,0,58,58,0,1,0,0,0,0,0,0,0,0
3.19,2.54,571,3,1,43,35,1,1,0,0,1,1,0,0,0,0
4,NA,572,4,1,77,77,0,1,0,0,0,0,0,0,0,0
3.91,3.67,572,4,1,7,7,1,1,0,0,0,1,0,0,0,0
3.79,3.68,572,3,1,48,48,1,1,0,0,1,1,0,0,0,0
2.55,2.1,571,3,1,70,70,1,1,0,1,0,1,0,0,0,0
NA,NA,571,4,1,17,17,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,17,17,0,1,0,0,0,0,0,0,0,0
1.78,1.85,572,0,1,74,46,0,0,0,0,0,1,0,0,0,0
NA,NA,572,0,1,85.5,31,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,0,77,66,0,0,0,0,0,0,0,0,0,0
3.05,1.93,572,3,1,56,45,1,1,0,0,1,0,0,0,0,0
NA,NA,572,3,1,42,42,0,1,0,0,0,0,0,0,0,0
3.69,2.95,572,3,1,14,14,1,1,0,0,1,1,0,0,0,0
3.44,3.35,572,4,1,79,79,0,1,0,0,0,1,0,0,0,0
NA,NA,576,3,0,60,60,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,73.5,73.5,0,1,0,0,0,0,0,0,0,0
3.04,NA,572,4,1,107,106,1,1,0,0,0,0,0,0,0,0
3.01,2.9,571,4,1,47,47,0,1,0,0,0,1,0,0,0,0
3.87,3.8,571,4,1,4,4,1,1,0,1,1,1,0,0,0,0
2.92,3.62,571,0,1,18,18,1,0,0,1,1,0,0,0,0,0
3.07,2.35,572,4,1,67,67,1,1,0,0,1,0,0,0,0,0
NA,NA,572,4,1,73,73,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,17,17,0,1,0,0,0,0,0,0,0,0
3.08,3.67,571,2,1,85,85,1,1,0,1,1,1,0,0,0,0
3.39,3,571,4,1,73,73,0,1,0,0,1,1,0,0,0,0
NA,NA,571,0,1,10,0,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,1,39,39,0,1,0,0,0,0,0,0,0,0
3.06,NA,571,2,1,68,68,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,57,57,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,1,24,24,0,1,0,0,0,0,0,0,0,0
3.82,NA,572,3,1,47,47,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,89,79,0,1,0,0,0,0,0,0,0,0
3.1,2.89,571,2,1,43,29,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,66,161.99,0,1,0,0,0,0,0,0,0,0
3.24,3.08,576,3,1,62,62,1,1,0,0,1,1,0,0,0,0
3.55,3.28,572,2,1,84,78,1,1,0,0,1,0,0,0,0,0
NA,NA,571,3,0,10,10,0,1,0,0,0,0,0,0,0,0
2.71,1.33,571,1,1,37,17,1,0,0,0,0,1,0,0,0,0
NA,NA,571,2,1,7,7,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,69,62,0,1,0,0,0,0,0,0,0,0
3.25,3.28,576,3,1,54,54,0,1,0,1,0,1,0,0,0,0
3.47,2.47,571,2,1,18,18,1,1,0,0,0,1,0,0,0,0
NA,NA,572,3,0,4,4,0,1,0,0,0,0,0,0,0,0
2.4,1.5,571,0,1,110,87,1,0,0,0,0,1,0,0,0,0
NA,NA,572,4,1,61.5,61.5,0,1,0,0,0,0,0,0,0,0
3.51,2.94,571,4,1,61,61,1,1,0,0,1,0,0,0,0,0
NA,NA,572,3,1,32,29,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,68,158.99,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,12,12,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,33,29,0,1,0,0,0,0,0,0,0,0
NA,NA,572,1,1,88,72,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,51,48,0,0,0,0,0,0,0,0,0,0
3.42,3.08,571,4,1,4,4,1,1,0,0,1,1,0,0,0,0
3.39,3.06,572,3,1,83,83,1,1,0,1,1,1,0,0,0,0
1.74,1.78,571,0,1,89,165.99,1,0,0,0,0,0,0,0,0,0
NA,NA,576,4,1,4,4,0,1,0,0,0,0,0,0,0,0
2.43,0.82,572,1,1,18.5,18.5,1,0,0,0,0,0,0,0,0,0
NA,NA,571,1,0,90.5,84.5,0,0,0,0,0,0,0,0,0,0
2.84,2.18,572,2,1,74,74,0,1,0,0,0,0,0,0,0,0
2.38,2.6,572,4,1,68,65,0,1,0,0,0,1,0,0,0,0
2.56,2.5,571,0,1,60,50,1,0,0,0,0,1,0,0,0,0
NA,NA,571,2,1,35,35,0,1,0,0,0,0,0,0,0,0
3.01,1.5,571,0,1,42,35,1,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,36,122.99,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,31,17,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,14,14,0,1,0,0,0,0,0,0,0,0
2.97,2.65,571,2,1,31,31,1,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,6,0,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,68,66,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,83,560.95,0,1,0,0,0,0,0,0,0,0
3.3,2.6,572,1,1,69,69,1,0,0,0,1,0,0,0,0,0
2.64,2.82,571,3,1,104,97,1,1,0,0,1,1,0,0,0,0
3.39,2.43,572,3,1,69,69,1,1,0,0,1,1,0,0,0,0
3.22,3,571,2,1,39,35,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,55.5,51.5,0,1,0,0,0,0,0,0,0,0
0.9,NA,572,0,1,105,69,1,0,0,0,0,0,0,0,0,0
2.82,2.17,572,0,1,29,21,1,0,0,0,1,1,0,0,0,0
2.94,2.18,576,0,1,7,3,1,0,0,0,0,1,0,0,0,0
3.6,NA,571,3,1,22,22,0,1,0,0,0,0,0,0,0,0
3.37,2.25,571,4,0,60,60,1,1,0,0,1,0,0,0,0,0
NA,NA,571,3,1,72,165.99,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,14,12,0,1,0,0,0,0,0,0,0,0
3.11,2.47,571,0,1,53,141.99,1,0,0,1,0,1,0,0,0,0
NA,NA,571,2,1,65,65,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,15,11,0,0,0,0,0,0,0,0,0,0
3.33,2.83,576,3,1,65,62,1,1,0,0,1,1,0,0,0,0
2.33,2.4,571,0,1,39,21.5,1,0,0,0,0,0,0,0,0,0
2.42,1.53,571,2,1,35,28,1,1,0,0,0,1,0,0,0,0
3.32,2.59,571,1,1,78,75,1,0,0,1,1,1,0,0,0,0
2.68,2.1,576,2,1,30,112.99,1,1,0,0,0,1,0,0,0,0
2.94,2.83,571,2,1,79,74,1,1,0,1,1,1,0,0,0,0
3.44,2.84,571,2,1,14,14,1,1,0,1,1,1,0,0,0,0
3.49,2.83,572,0,1,71,64,1,0,0,0,1,1,0,0,0,0
2.57,2.28,572,3,1,71,65,1,1,0,1,1,1,0,0,0,0
NA,NA,572,2,1,19,19,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,87,87,0,1,0,0,0,0,0,0,0,0
NA,NA,571,1,1,62,59,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,20,14,0,1,0,0,0,0,0,0,0,0
3.02,2.55,576,3,1,53.5,53.5,1,1,0,1,1,1,0,0,0,0
3.11,1.88,571,3,1,38,38,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,40,34,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,0,71,59,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,27,27,0,1,0,0,0,0,0,0,0,0
2.87,3.7,571,0,1,90,66,0,0,0,0,0,1,0,0,0,0
NA,NA,571,2,0,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,60,33,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,1,63,63,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,0,13,13,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,89,179.99,0,1,0,0,0,0,0,0,0,0
3.04,2.45,571,2,1,22,22,1,1,0,0,1,1,0,0,0,0
0,NA,572,4,1,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,67,63,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,32,32,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,44,38,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,57,26,0,0,0,0,0,0,0,0,0,0
NA,NA,571,3,1,32.5,28,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,118.5,117.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,0,5.5,5.5,0,1,0,0,0,0,0,0,0,0
3.3,3.35,576,4,1,15,15,1,1,0,1,1,1,0,0,0,0
NA,NA,572,4,1,123,113,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,35,35,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,85,80,0,1,0,0,0,0,0,0,0,0
3.97,NA,576,4,1,28,28,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,75,75,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,77,77,0,1,0,0,0,0,0,0,0,0
NA,NA,576,4,1,49,49,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,62,62,0,1,0,0,0,0,0,0,0,0
2.3,1.53,571,0,1,24,110.99,1,0,0,0,0,0,0,0,0,0
2.5,3,572,4,1,110,110,0,1,0,0,0,1,0,0,0,0
NA,NA,572,3,1,105.5,480.46,0,1,0,0,0,0,0,0,0,0
3.53,2.54,571,4,1,69,69,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,0,66,157.99,0,1,0,0,0,0,0,0,0,0
3.69,3.23,571,4,1,71,71,1,1,0,0,1,1,0,0,0,0
3.56,4,572,3,1,64,64,0,1,0,0,0,0,0,0,0,0
2,NA,572,4,1,92.5,90.5,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,0,39,39,0,1,0,0,0,0,0,0,0,0
2.26,2.4,571,2,1,75,71,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,44,44,0,1,0,0,0,0,0,0,0,0
2.86,2.47,572,3,1,65,65,1,1,0,0,0,0,0,0,0,0
2.62,2.55,572,3,1,132.5,125.5,1,1,0,0,1,1,0,0,0,0
NA,NA,571,3,1,70,441.96,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,64,64,0,1,0,0,0,0,0,0,0,0
2.95,2.5,571,0,1,27,23,1,0,1,0,1,1,0,0,0,0
NA,NA,572,3,0,67,161.99,0,1,0,0,0,0,0,0,0,0
3.63,3.1,576,4,1,66,66,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,1,72,68,0,1,0,0,0,0,0,0,0,0
2.86,2.83,572,3,1,80,178.99,0,1,0,1,0,1,0,0,0,0
1.94,0.82,571,0,1,85,77,1,0,0,0,0,0,0,0,0,0
2.28,1.93,572,1,1,20,17,0,0,0,1,0,1,0,0,0,0
4,NA,572,4,1,78,75,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,24,20,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,15,11,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,67,60,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,17,17,0,1,0,0,0,0,0,0,0,0
3.09,3.28,572,3,1,61,39,0,1,0,1,0,0,0,0,0,0
NA,NA,571,0,1,50,34,0,0,0,0,0,0,0,0,0,0
2.75,2.14,571,0,1,97,64,1,0,0,0,1,0,0,0,0,0
NA,NA,572,2,0,11,7,0,1,0,0,0,0,0,0,0,0
3.58,3.48,572,0,1,18,3,1,0,0,1,1,1,0,0,0,0
3.23,2.88,576,4,1,57,57,1,1,0,0,0,1,0,0,0,0
NA,NA,571,1,0,18,18,0,0,0,0,0,0,0,0,0,0
2,NA,572,3,1,62,60,1,1,0,0,0,0,0,0,0,0
2.79,1.8,571,0,1,85.5,76.5,1,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,33,24,0,1,0,0,0,0,0,0,0,0
3.13,2.45,571,3,1,41,30,1,1,0,0,1,1,0,0,0,0
3.28,2.85,576,3,1,67,67,1,1,0,0,1,0,0,0,0,0
NA,NA,571,3,1,80,70,0,1,0,0,1,0,0,0,0,0
NA,NA,571,2,1,59,58,0,1,0,0,0,0,0,0,0,0
3.23,3.37,571,0,1,94.5,66,1,0,0,0,1,1,0,0,0,0
2.9,2.6,571,0,1,21,17,1,0,0,1,1,0,0,0,0,0
NA,NA,572,4,1,16,13,0,1,0,0,0,0,0,0,0,0
2.7,2.85,572,0,1,32,20,1,0,0,0,1,0,0,0,0,0
NA,NA,572,4,1,12,12,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,13,5,0,0,0,0,0,0,0,0,0,0
3.8,3.75,576,2,1,34,34,1,1,0,0,1,0,0,0,0,0
NA,NA,571,0,0,30,27,0,0,0,0,0,0,0,0,0,0
3.26,3.5,571,3,1,63,63,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,43,43,0,1,0,0,0,0,0,0,0,0
2.61,3.83,571,3,1,95,85,1,1,0,0,1,1,0,0,0,0
2.85,2.55,571,4,1,33,33,1,1,0,1,1,0,0,0,0,0
NA,NA,571,0,0,32,26,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,56,56,0,1,0,0,0,0,0,0,0,0
3.5,NA,572,2,1,15,15,0,1,0,0,0,0,0,0,0,0
2.68,2.84,576,2,1,45,25,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,0,33,33,0,1,0,0,0,0,0,0,0,0
3.17,2,571,3,1,116,102,1,1,0,0,1,1,0,0,0,0
NA,NA,572,2,1,94,88,0,1,0,0,0,0,0,0,0,0
3.6,3.75,572,4,0,61,61,0,1,0,0,0,1,0,0,0,0
3.59,3.02,571,3,1,78,78,1,1,0,0,0,1,0,0,0,0
NA,NA,572,4,1,65,65,0,1,0,0,0,0,0,0,0,0
2.49,2.43,571,1,1,26,23,1,0,0,0,1,1,0,0,0,0
2.54,0.85,572,2,0,16,16,1,1,0,0,0,0,0,0,0,0
2.55,3,571,0,1,76,45,1,0,0,0,1,0,0,0,0,0
NA,NA,571,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
2.58,1.18,572,3,1,60,60,1,1,0,0,0,0,0,0,0,0
3.34,2.71,572,4,1,61,61,1,1,0,1,1,1,0,0,0,0
3.29,3,572,1,1,47,41,1,0,0,0,0,1,0,0,0,0
3.76,4,572,0,1,15,12,0,0,0,0,0,1,0,0,0,0
1.76,1.7,572,3,1,85,63,0,1,0,1,0,0,0,0,0,0
3.56,3.05,572,2,1,91,178.99,1,1,0,1,1,1,0,0,0,0
NA,NA,572,0,1,25,5,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,0,7,7,0,1,0,0,0,0,0,0,0,0
2.97,1.9,576,2,1,52,47,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,0,45,45,0,1,0,0,0,0,0,0,0,0
NA,NA,576,4,1,63,63,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,16,16,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,22,13,0,0,0,0,0,0,0,0,0,0
3.85,3.88,571,4,1,74,74,1,1,0,0,0,1,0,0,0,0
3.23,NA,572,4,0,93,90,1,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,87,57,0,1,0,0,0,0,0,0,0,0
3.25,3,572,3,1,60,156.99,1,1,0,0,1,0,0,0,0,0
NA,NA,571,0,1,4,0,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,1,23.5,19.5,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,59.5,56.5,0,1,0,0,0,0,0,0,0,0
3.34,3.35,576,0,1,7,3,1,0,0,1,1,1,0,0,0,0
4,4,571,4,1,63,63,0,1,0,0,0,1,0,0,0,0
2.02,2.1,572,3,1,16,10,0,1,0,0,0,0,0,0,0,0
2.35,1.69,571,3,1,77,45,1,1,0,0,1,0,0,0,0,0
NA,NA,572,2,1,11,11,0,1,0,0,0,0,0,0,0,0
2.78,3.23,572,0,1,29,9,1,0,0,1,1,1,0,0,0,0
NA,NA,572,4,1,111,98.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,35,35,0,1,0,0,0,0,0,0,0,0
3.55,3.35,572,2,1,32,32,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,40,30,0,1,0,0,0,0,0,0,0,0
2.99,2.45,571,0,1,17,13,1,0,0,1,1,1,0,0,0,0
NA,NA,571,2,1,13,13,0,1,0,0,0,0,0,0,0,0
3.21,2.68,571,3,1,79,79,1,1,0,0,0,1,0,0,0,0
3.08,NA,571,0,1,89,267.98,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,1,20.5,8.5,0,0,0,0,0,0,0,0,0,0
3.33,3.22,572,4,1,64,64,1,1,0,0,1,1,0,0,0,0
2.95,1.5,571,2,1,49,49,1,1,0,0,0,1,0,0,0,0
3.37,2.25,576,2,1,4,4,1,1,0,0,1,1,0,0,0,0
2.59,2.25,571,3,1,39,39,0,1,0,0,0,1,0,0,0,0
2.86,2.6,572,3,1,81,81,0,1,0,1,0,1,0,0,0,0
NA,NA,571,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,1,64.5,54.5,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,0,104,93,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,34,34,0,1,0,0,0,0,0,0,0,0
2.72,1.76,571,0,1,80,73,1,0,0,0,0,1,0,0,0,0
2.59,1.6,572,0,1,25,9,1,0,0,0,0,1,0,0,0,0
NA,NA,571,0,1,34,27,0,0,0,0,0,0,0,0,0,0
2.54,1.97,576,3,1,21,21,1,1,0,1,0,1,0,0,0,0
NA,NA,572,3,1,65,65,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,13,13,0,1,0,0,0,0,0,0,0,0
NA,NA,572,1,1,46,43,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,22,9,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,114,94,0,1,0,0,0,0,0,0,0,0
3.75,4,571,4,1,55,55,1,1,0,0,1,1,0,0,0,0
3.12,1.55,571,1,1,16,16,1,0,0,0,0,1,0,0,0,0
NA,NA,571,4,1,13,13,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,43,35,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,28,118.99,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,96,96,0,1,0,0,0,0,0,0,0,0
2.47,2.11,571,4,1,59,48,1,1,0,0,0,1,0,0,0,0
NA,NA,572,4,1,11,11,0,1,0,0,0,0,0,0,0,0
2.71,2.07,571,4,1,32,22,1,1,0,1,0,1,0,0,0,0
3.5,3.85,572,4,1,103,98,0,1,0,1,0,0,0,0,0,0
2.57,2.06,571,0,1,35,26,1,0,0,0,1,1,0,0,0,0
NA,NA,572,3,1,60,60,0,1,0,0,0,0,0,0,0,0
3.94,3.5,576,4,1,14,14,0,1,0,0,0,1,0,0,0,0
3.27,2.85,571,2,1,43,43,0,1,0,0,0,1,0,0,0,0
3.33,3.05,572,4,1,108,108,1,1,0,0,1,1,0,0,0,0
NA,NA,572,0,1,93,76,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,4,0,0,0,0,0,0,0,0,0,0,0
3.28,3.09,576,4,1,53,53,1,1,0,0,1,1,0,0,0,0
2.8,4,572,0,1,78,44,0,0,0,0,0,1,0,0,0,0
2.41,1.72,572,0,1,74,63,1,0,0,0,0,1,0,0,0,0
NA,NA,572,4,0,11,11,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,23,23,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,35,35,0,1,0,0,0,0,0,0,0,0
3.29,NA,572,3,1,97.5,91.5,1,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,0,10,10,0,1,0,0,0,0,0,0,0,0
3.83,3.64,571,3,1,96,187.99,1,1,0,0,1,1,0,0,0,0
NA,NA,571,2,0,132.5,129.5,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,44,35,0,1,0,0,0,0,0,0,0,0
3.33,3.47,572,1,1,57,44,1,0,0,0,1,1,0,0,0,0
NA,NA,572,3,0,30,30,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,15,15,0,0,0,0,0,0,0,0,0,0
NA,NA,571,3,0,69,69,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,47,43,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,60,60,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,33,33,0,1,0,0,0,0,0,0,0,0
3.42,3.2,571,3,1,68,68,1,1,0,0,1,1,0,0,0,0
2.84,2.43,572,3,1,63,63,1,1,0,0,1,0,0,0,0,0
NA,NA,572,2,1,63,39,0,1,0,0,0,0,0,0,0,0
3.39,3.25,572,4,1,55,55,0,1,0,1,0,1,0,0,0,0
NA,NA,571,0,1,87.5,80.5,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,0,7,7,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,4,4,0,1,0,0,0,0,0,0,0,0
2.51,2.18,576,2,0,11,11,1,1,0,0,1,0,0,0,0,0
3.76,3.7,571,4,1,76,174.99,0,1,0,0,0,1,0,0,0,0
3.53,3.43,576,4,1,38,38,1,1,0,1,1,1,0,0,0,0
3.7,3.25,571,4,1,68,68,1,1,0,1,1,1,0,0,0,0
3.56,3.38,572,4,1,60,60,1,1,0,0,1,1,0,0,0,0
2.08,1.43,571,0,1,51,31,1,0,0,0,0,0,0,0,0,0
NA,NA,571,0,1,117,180.99,0,0,0,0,0,0,0,0,0,0
NA,NA,571,3,1,13,13,0,1,0,0,0,0,0,0,0,0
3.78,NA,572,2,1,69,69,1,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,62,157.99,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,38,119.99,0,1,0,0,0,0,0,0,0,0
2.93,3.33,572,3,1,84,74,0,1,0,1,0,1,0,0,0,0
NA,NA,571,4,0,27,22,0,1,0,0,0,0,0,0,0,0
3.86,3.85,576,4,1,78.5,78.5,0,1,0,0,0,0,0,0,0,0
2.31,2.15,571,4,1,61,57,1,1,0,0,1,0,0,0,0,0
3.64,2.77,571,3,1,84,84,1,1,0,0,1,1,0,0,0,0
1.89,1.39,576,3,1,87,65,1,1,0,0,0,1,0,0,0,0
2.91,2.6,571,3,1,4,4,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,4,4,0,1,0,0,0,0,0,0,0,0
1.93,0.75,571,0,1,4,0,0,0,0,1,0,0,0,0,0,0
NA,NA,571,2,0,25,21,0,1,0,0,0,0,0,0,0,0
0.9,0,572,2,1,17,14,0,1,0,0,0,0,0,0,0,0
2.34,2.95,572,0,1,11,11,1,0,0,0,0,1,0,0,0,0
NA,NA,572,4,0,25,25,0,1,0,0,0,0,0,0,0,0
3.44,3.5,572,2,1,53,53,1,1,0,0,0,0,0,0,0,0
3.45,3.17,571,4,1,112,62,1,1,0,0,1,1,0,0,0,0
2,NA,572,4,1,68,166.99,0,1,0,0,0,0,0,0,0,0
2.68,2.29,571,2,1,45,36,1,1,0,0,1,1,0,0,0,0
2.81,2.5,572,0,1,19,3,1,0,0,0,0,1,0,0,0,0
NA,NA,571,0,0,16,12,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,1,42,34,0,0,0,0,0,0,0,0,0,0
2.85,2.38,572,1,1,61,150.99,1,0,0,0,1,1,0,0,0,0
3.03,2.7,572,2,1,73,256.98,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,76,74,0,1,0,0,0,0,0,0,0,0
3.44,2.67,571,3,1,67,67,0,1,0,1,0,1,0,0,0,0
3.56,2.68,571,2,1,42.5,42.5,1,1,0,0,1,1,0,0,0,0
3.25,2.5,571,0,1,95,88,1,0,0,0,1,0,0,0,0,0
3.17,2.93,571,3,1,61,137.99,1,1,0,0,1,1,0,0,0,0
NA,NA,572,2,0,68,59,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,66,362.97,0,1,0,0,0,0,0,0,0,0
3.59,3.73,571,0,1,149.5,122.5,1,0,0,1,1,1,0,0,0,0
2.56,2.15,572,2,1,107,101,0,1,0,0,0,1,0,0,0,0
2.79,2.16,571,0,1,18,6,1,0,0,1,1,1,0,0,0,0
3.2,2.55,572,2,1,50,145.99,1,1,0,1,1,1,0,0,0,0
NA,NA,572,2,1,122,210.99,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,101.5,97.5,0,1,0,0,0,0,0,0,0,0
3.99,4,571,4,1,26,26,1,1,0,0,1,0,0,0,0,0
NA,NA,576,4,1,95,61,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,64.5,64.5,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,7,7,0,1,0,0,0,0,0,0,0,0
2.78,2.4,572,3,1,121,118,1,1,0,0,1,1,0,0,0,0
2.61,1.9,571,4,1,48,48,1,1,0,0,1,0,0,0,0,0
2.69,2.1,572,2,1,78.5,71.5,0,1,0,1,0,0,0,0,0,0
NA,NA,576,4,0,22,22,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,6,6,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,0,46,46,0,1,0,0,0,0,0,0,0,0
